"BindingDB","Host","Guest","pH","Temp","Delta_G0 (kJ/mol)","Delta_H0 (k/mol)","-T Delta_S0 (kJ/mol)","Ligand SMILES","SlogP","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumStereocenters","NumUnspecifiedStereocenters","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3","Chi0v","Chi1v","Chi2v","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","HallKierAlpha","kappa1","kappa2","kappa3","slogp_VSA1","slogp_VSA2","slogp_VSA3","slogp_VSA4","slogp_VSA5","slogp_VSA6","slogp_VSA7","slogp_VSA8","slogp_VSA9","slogp_VSA10","slogp_VSA11","slogp_VSA12","smr_VSA1","smr_VSA2","smr_VSA3","smr_VSA4","smr_VSA5","smr_VSA6","smr_VSA7","smr_VSA8","smr_VSA9","smr_VSA10","peoe_VSA1","peoe_VSA2","peoe_VSA3","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA7","peoe_VSA8","peoe_VSA9","peoe_VSA10","peoe_VSA11","peoe_VSA12","peoe_VSA13","peoe_VSA14","MQN1","MQN2","MQN3","MQN4","MQN5","MQN6","MQN7","MQN8","MQN9","MQN10","MQN11","MQN12","MQN13","MQN14","MQN15","MQN16","MQN17","MQN18","MQN19","MQN20","MQN21","MQN22","MQN23","MQN24","MQN25","MQN26","MQN27","MQN28","MQN29","MQN30","MQN31","MQN32","MQN33","MQN34","MQN35","MQN36","MQN37","MQN38","MQN39","MQN40","MQN41","MQN42","XLogP","Formal Charge","Host SMILES","SlogP (#1)","SMR (#1)","LabuteASA (#1)","TPSA (#1)","AMW (#1)","ExactMW (#1)","NumLipinskiHBA (#1)","NumLipinskiHBD (#1)","NumRotatableBonds (#1)","NumHBD (#1)","NumHBA (#1)","NumAmideBonds (#1)","NumHeteroAtoms (#1)","NumHeavyAtoms (#1)","NumAtoms (#1)","NumStereocenters (#1)","NumUnspecifiedStereocenters (#1)","NumRings (#1)","NumAromaticRings (#1)","NumSaturatedRings (#1)","NumAliphaticRings (#1)","NumAromaticHeterocycles (#1)","NumSaturatedHeterocycles (#1)","NumAliphaticHeterocycles (#1)","NumAromaticCarbocycles (#1)","NumSaturatedCarbocycles (#1)","NumAliphaticCarbocycles (#1)","FractionCSP3 (#1)","Chi0v (#1)","Chi1v (#1)","Chi2v (#1)","Chi3v (#1)","Chi4v (#1)","Chi1n (#1)","Chi2n (#1)","Chi3n (#1)","Chi4n (#1)","HallKierAlpha (#1)","kappa1 (#1)","kappa2 (#1)","kappa3 (#1)","slogp_VSA1 (#1)","slogp_VSA2 (#1)","slogp_VSA3 (#1)","slogp_VSA4 (#1)","slogp_VSA5 (#1)","slogp_VSA6 (#1)","slogp_VSA7 (#1)","slogp_VSA8 (#1)","slogp_VSA9 (#1)","slogp_VSA10 (#1)","slogp_VSA11 (#1)","slogp_VSA12 (#1)","smr_VSA1 (#1)","smr_VSA2 (#1)","smr_VSA3 (#1)","smr_VSA4 (#1)","smr_VSA5 (#1)","smr_VSA6 (#1)","smr_VSA7 (#1)","smr_VSA8 (#1)","smr_VSA9 (#1)","smr_VSA10 (#1)","peoe_VSA1 (#1)","peoe_VSA2 (#1)","peoe_VSA3 (#1)","peoe_VSA4 (#1)","peoe_VSA5 (#1)","peoe_VSA6 (#1)","peoe_VSA7 (#1)","peoe_VSA8 (#1)","peoe_VSA9 (#1)","peoe_VSA10 (#1)","peoe_VSA11 (#1)","peoe_VSA12 (#1)","peoe_VSA13 (#1)","peoe_VSA14 (#1)","MQN1 (#1)","MQN2 (#1)","MQN3 (#1)","MQN4 (#1)","MQN5 (#1)","MQN6 (#1)","MQN7 (#1)","MQN8 (#1)","MQN9 (#1)","MQN10 (#1)","MQN11 (#1)","MQN12 (#1)","MQN13 (#1)","MQN14 (#1)","MQN15 (#1)","MQN16 (#1)","MQN17 (#1)","MQN18 (#1)","MQN19 (#1)","MQN20 (#1)","MQN21 (#1)","MQN22 (#1)","MQN23 (#1)","MQN24 (#1)","MQN25 (#1)","MQN26 (#1)","MQN27 (#1)","MQN28 (#1)","MQN29 (#1)","MQN30 (#1)","MQN31 (#1)","MQN32 (#1)","MQN33 (#1)","MQN34 (#1)","MQN35 (#1)","MQN36 (#1)","MQN37 (#1)","MQN38 (#1)","MQN39 (#1)","MQN40 (#1)","MQN41 (#1)","MQN42 (#1)","XLogP (#1)","Formal Charge (#1)"
"3534_12","BDBM4","BDBM36141",6.9,"45.00 C",-16.915,-16.915,10.404000000000002,"CCCCCCC[NH3+]",1.1986999999999999,36.51409999999998,52.26879441122191,27.64,116.22800000000001,116.14337599608999,1,3,5,1,0,0,1,8,26,0,0,0,0,0,0,0,0,0,0,0,0,1,5.949747468305834,3.7071067811865475,2.2677669529663684,1.3535533905932735,0.7803300858899103,3.7071067811865475,2.2677669529663684,1.3535533905932735,0.7803300858899103,-0.04,7.96,6.96,5.959999999999999,5.733667477162185,6.544756405912575,0,0,39.02784531432067,0,0,0,0,0,0,0,5.733667477162185,0,0,0,39.02784531432067,6.544756405912575,0,0,0,0,5.733667477162185,0,0,0,0,26.186202068468653,12.841643245852019,0,6.544756405912575,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,8,7,0,0,0,0,0,5,1,1,3,1,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.025,1,"OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O",-13.054800000000023,195.80039999999966,372.1301572506171,474.9000000000001,972.8460000000011,972.3169405200002,30,18,6,18,30,0,30,66,126,30,30,22,0,22,22,0,22,22,0,0,0,1,34.51197296737365,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,-1.2000000000000004,52.6198793450158,22.059591241285467,10.009092001682587,0,315.7941385761807,56.84235544560059,0,0,0,0,0,0,0,0,0,148.7598485527333,0,0,0,184.2353536819705,39.641291787077506,0,0,0,0,148.7598485527333,0,0,0,0,0,0,0,39.641291787077506,146.49519330595925,37.740160376011275,0,0,0,36,0,0,0,0,0,0,0,0,18,12,66,24,0,0,48,0,0,6,60,30,18,18,0,0,18,6,0,0,12,30,0,0,0,0,6,0,0,0,16,42,48,-11.796000000000003,0
"3539_8","BDBM4","BDBM9",6.9,"25.00 C",-16.85,-16.85,0.596,"CCCCCCO",1.559,31.22779999999998,45.35819535200859,20.23,102.17699999999999,102.104465068,1,1,4,1,1,0,1,7,21,0,0,0,0,0,0,0,0,0,0,0,0,1,4.982747501432696,3.0233345472033855,1.7842669695298,1.0116672736016925,0.5385800941716262,3.0233345472033855,1.7842669695298,1.0116672736016925,0.5385800941716262,-0.04,6.96,5.959999999999999,5.960000000000001,0,11.713409359353623,0,0,32.60702369139466,0,0,0,0,0,0,0,5.106527394840706,0,0,0,32.60702369139466,6.606881964512918,0,0,0,0,5.106527394840706,0,0,0,0,26.186202068468653,6.4208216229260096,6.606881964512918,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,7,6,0,0,0,0,0,4,2,1,1,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9889999999999999,0,"OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O",-13.054800000000023,195.80039999999966,372.1301572506171,474.9000000000001,972.8460000000011,972.3169405200002,30,18,6,18,30,0,30,66,126,30,30,22,0,22,22,0,22,22,0,0,0,1,34.51197296737365,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,-1.2000000000000004,52.6198793450158,22.059591241285467,10.009092001682587,0,315.7941385761807,56.84235544560059,0,0,0,0,0,0,0,0,0,148.7598485527333,0,0,0,184.2353536819705,39.641291787077506,0,0,0,0,148.7598485527333,0,0,0,0,0,0,0,39.641291787077506,146.49519330595925,37.740160376011275,0,0,0,36,0,0,0,0,0,0,0,0,18,12,66,24,0,0,48,0,0,6,60,30,18,18,0,0,18,6,0,0,12,30,0,0,0,0,6,0,0,0,16,42,48,-11.796000000000003,0
"6_12","BDBM4","BDBM9",6.9,"25.00 C",-16.8,-16.8,1.7890000000000001,"CCCCCCO",1.559,31.22779999999998,45.35819535200859,20.23,102.17699999999999,102.104465068,1,1,4,1,1,0,1,7,21,0,0,0,0,0,0,0,0,0,0,0,0,1,4.982747501432696,3.0233345472033855,1.7842669695298,1.0116672736016925,0.5385800941716262,3.0233345472033855,1.7842669695298,1.0116672736016925,0.5385800941716262,-0.04,6.96,5.959999999999999,5.960000000000001,0,11.713409359353623,0,0,32.60702369139466,0,0,0,0,0,0,0,5.106527394840706,0,0,0,32.60702369139466,6.606881964512918,0,0,0,0,5.106527394840706,0,0,0,0,26.186202068468653,6.4208216229260096,6.606881964512918,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,7,6,0,0,0,0,0,4,2,1,1,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9889999999999999,0,"OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O",-13.054800000000023,195.80039999999966,372.1301572506171,474.9000000000001,972.8460000000011,972.3169405200002,30,18,6,18,30,0,30,66,126,30,30,22,0,22,22,0,22,22,0,0,0,1,34.51197296737365,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,-1.2000000000000004,52.6198793450158,22.059591241285467,10.009092001682587,0,315.7941385761807,56.84235544560059,0,0,0,0,0,0,0,0,0,148.7598485527333,0,0,0,184.2353536819705,39.641291787077506,0,0,0,0,148.7598485527333,0,0,0,0,0,0,0,39.641291787077506,146.49519330595925,37.740160376011275,0,0,0,36,0,0,0,0,0,0,0,0,18,12,66,24,0,0,48,0,0,6,60,30,18,18,0,0,18,6,0,0,12,30,0,0,0,0,6,0,0,0,16,42,48,-11.796000000000003,0
"3535_3","BDBM4","BDBM36148",7.2,"25.00 C",-16.79,-16.79,-13.685,"[O-]C(=O)Cc1cccc2ccccc12",1.1321999999999994,52.65900000000002,81.79870773226516,40.129999999999995,185.202,185.06080310791,2,0,2,0,2,0,2,14,23,0,0,2,2,0,0,0,0,0,2,0,0,0.08333333333333333,7.565055246441656,4.4367222766963295,3.1870574427633436,2.2147239359372466,1.6021432919726164,4.4367222766963295,3.1870574427633436,2.2147239359372466,1.6021432919726164,-1.8299999999999996,8.754379606904395,3.4993326132542006,1.5929698524109852,5.106527394840706,5.969305287951849,11.21535880699783,0,5.563451491696996,42.46456947923127,0,10.772448428929591,0,0,0,0,9.901064578912528,0,0,0,6.4208216229260096,0,48.02802097092827,0,0,16.74175371688144,9.901064578912528,0,0,0,0,42.46456947923127,16.335899920626588,12.390126910877859,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,14,3,1,0,6,5,0,2,5,2,0,0,1,0,2,1,1,0,7,3,0,0,0,0,2,0,0,0,0,2,1,2.234,-1,"OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O",-13.054800000000023,195.80039999999966,372.1301572506171,474.9000000000001,972.8460000000011,972.3169405200002,30,18,6,18,30,0,30,66,126,30,30,22,0,22,22,0,22,22,0,0,0,1,34.51197296737365,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,-1.2000000000000004,52.6198793450158,22.059591241285467,10.009092001682587,0,315.7941385761807,56.84235544560059,0,0,0,0,0,0,0,0,0,148.7598485527333,0,0,0,184.2353536819705,39.641291787077506,0,0,0,0,148.7598485527333,0,0,0,0,0,0,0,39.641291787077506,146.49519330595925,37.740160376011275,0,0,0,36,0,0,0,0,0,0,0,0,18,12,66,24,0,0,48,0,0,6,60,30,18,18,0,0,18,6,0,0,12,30,0,0,0,0,6,0,0,0,16,42,48,-11.796000000000003,0
"6_11","BDBM4","BDBM9",6.9,"21.20 C",-16.7,-16.7,0.883,"CCCCCCO",1.559,31.22779999999998,45.35819535200859,20.23,102.17699999999999,102.104465068,1,1,4,1,1,0,1,7,21,0,0,0,0,0,0,0,0,0,0,0,0,1,4.982747501432696,3.0233345472033855,1.7842669695298,1.0116672736016925,0.5385800941716262,3.0233345472033855,1.7842669695298,1.0116672736016925,0.5385800941716262,-0.04,6.96,5.959999999999999,5.960000000000001,0,11.713409359353623,0,0,32.60702369139466,0,0,0,0,0,0,0,5.106527394840706,0,0,0,32.60702369139466,6.606881964512918,0,0,0,0,5.106527394840706,0,0,0,0,26.186202068468653,6.4208216229260096,6.606881964512918,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,7,6,0,0,0,0,0,4,2,1,1,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9889999999999999,0,"OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O",-13.054800000000023,195.80039999999966,372.1301572506171,474.9000000000001,972.8460000000011,972.3169405200002,30,18,6,18,30,0,30,66,126,30,30,22,0,22,22,0,22,22,0,0,0,1,34.51197296737365,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,-1.2000000000000004,52.6198793450158,22.059591241285467,10.009092001682587,0,315.7941385761807,56.84235544560059,0,0,0,0,0,0,0,0,0,148.7598485527333,0,0,0,184.2353536819705,39.641291787077506,0,0,0,0,148.7598485527333,0,0,0,0,0,0,0,39.641291787077506,146.49519330595925,37.740160376011275,0,0,0,36,0,0,0,0,0,0,0,0,18,12,66,24,0,0,48,0,0,6,60,30,18,18,0,0,18,6,0,0,12,30,0,0,0,0,6,0,0,0,16,42,48,-11.796000000000003,0
"3540_32","BDBM4","BDBM50240408",6.9,"25.00 C",-16.7,-16.7,0.835,"CCCCCCC([O-])=O",0.7066999999999999,33.765999999999984,55.884659566448974,40.129999999999995,129.179,129.09210323591,2,0,5,0,2,0,2,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,5.852030486860464,3.468908462243684,2.1826686397079675,1.2344542311218418,0.6961142625940433,3.468908462243684,2.1826686397079675,1.2344542311218418,0.6961142625940433,-0.53,8.470000000000002,5.603868808567606,7.470000000000003,5.106527394840706,5.969305287951849,4.794537184071822,0,39.02784531432067,0,0,0,0,0,0,0,9.901064578912528,0,0,0,39.02784531432067,0,0,0,0,5.969305287951849,9.901064578912528,0,0,0,0,26.186202068468653,12.841643245852019,5.969305287951849,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,9,7,1,0,0,0,0,5,5,2,0,0,1,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.968,-1,"OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O",-13.054800000000023,195.80039999999966,372.1301572506171,474.9000000000001,972.8460000000011,972.3169405200002,30,18,6,18,30,0,30,66,126,30,30,22,0,22,22,0,22,22,0,0,0,1,34.51197296737365,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,-1.2000000000000004,52.6198793450158,22.059591241285467,10.009092001682587,0,315.7941385761807,56.84235544560059,0,0,0,0,0,0,0,0,0,148.7598485527333,0,0,0,184.2353536819705,39.641291787077506,0,0,0,0,148.7598485527333,0,0,0,0,0,0,0,39.641291787077506,146.49519330595925,37.740160376011275,0,0,0,36,0,0,0,0,0,0,0,0,18,12,66,24,0,0,48,0,0,6,60,30,18,18,0,0,18,6,0,0,12,30,0,0,0,0,6,0,0,0,16,42,48,-11.796000000000003,0
"3529_12","BDBM4","BDBM36016",6.9,"24.85 C",-16.69,-16.69,1.788,"CCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O",-0.6168000000000002,63.86120000000006,107.15180860046081,99.38000000000001,264.318,264.157288488,6,4,7,4,6,0,6,18,42,5,0,1,0,1,1,0,1,1,0,0,0,1,10.734742995994976,6.535294756023426,4.628727655581955,3.1284580169130387,1.9334383103670876,6.535294756023426,4.628727655581955,3.1284580169130387,1.9334383103670876,-0.24000000000000002,15.81630630630631,8.036036953184604,4.150985006605914,0,64.34576578871707,9.473725907600098,0,32.60702369139466,0,0,0,0,0,0,0,29.89983548696292,0,0,0,63.31291597172307,13.213763929025836,0,0,0,0,29.89983548696292,0,0,0,0,26.186202068468653,6.4208216229260096,6.606881964512918,6.606881964512918,24.41586555099321,6.290026729335213,0,0,0,12,0,0,0,0,0,0,0,0,5,1,18,12,0,0,6,0,0,7,12,6,4,4,0,0,5,7,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0.8809999999999998,0,"OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O",-13.054800000000023,195.80039999999966,372.1301572506171,474.9000000000001,972.8460000000011,972.3169405200002,30,18,6,18,30,0,30,66,126,30,30,22,0,22,22,0,22,22,0,0,0,1,34.51197296737365,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,-1.2000000000000004,52.6198793450158,22.059591241285467,10.009092001682587,0,315.7941385761807,56.84235544560059,0,0,0,0,0,0,0,0,0,148.7598485527333,0,0,0,184.2353536819705,39.641291787077506,0,0,0,0,148.7598485527333,0,0,0,0,0,0,0,39.641291787077506,146.49519330595925,37.740160376011275,0,0,0,36,0,0,0,0,0,0,0,0,18,12,66,24,0,0,48,0,0,6,60,30,18,18,0,0,18,6,0,0,12,30,0,0,0,0,6,0,0,0,16,42,48,-11.796000000000003,0
"3539_7","BDBM4","BDBM9",6.9,"25.00 C",-16.69,-16.69,0.805,"CCCCCCO",1.559,31.22779999999998,45.35819535200859,20.23,102.17699999999999,102.104465068,1,1,4,1,1,0,1,7,21,0,0,0,0,0,0,0,0,0,0,0,0,1,4.982747501432696,3.0233345472033855,1.7842669695298,1.0116672736016925,0.5385800941716262,3.0233345472033855,1.7842669695298,1.0116672736016925,0.5385800941716262,-0.04,6.96,5.959999999999999,5.960000000000001,0,11.713409359353623,0,0,32.60702369139466,0,0,0,0,0,0,0,5.106527394840706,0,0,0,32.60702369139466,6.606881964512918,0,0,0,0,5.106527394840706,0,0,0,0,26.186202068468653,6.4208216229260096,6.606881964512918,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,7,6,0,0,0,0,0,4,2,1,1,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9889999999999999,0,"OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O",-13.054800000000023,195.80039999999966,372.1301572506171,474.9000000000001,972.8460000000011,972.3169405200002,30,18,6,18,30,0,30,66,126,30,30,22,0,22,22,0,22,22,0,0,0,1,34.51197296737365,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,-1.2000000000000004,52.6198793450158,22.059591241285467,10.009092001682587,0,315.7941385761807,56.84235544560059,0,0,0,0,0,0,0,0,0,148.7598485527333,0,0,0,184.2353536819705,39.641291787077506,0,0,0,0,148.7598485527333,0,0,0,0,0,0,0,39.641291787077506,146.49519330595925,37.740160376011275,0,0,0,36,0,0,0,0,0,0,0,0,18,12,66,24,0,0,48,0,0,6,60,30,18,18,0,0,18,6,0,0,12,30,0,0,0,0,6,0,0,0,16,42,48,-11.796000000000003,0
"3534_23","BDBM4","BDBM50240408",6.9,"35.00 C",-16.622,-16.622,4.252,"CCCCCCC([O-])=O",0.7066999999999999,33.765999999999984,55.884659566448974,40.129999999999995,129.179,129.09210323591,2,0,5,0,2,0,2,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,5.852030486860464,3.468908462243684,2.1826686397079675,1.2344542311218418,0.6961142625940433,3.468908462243684,2.1826686397079675,1.2344542311218418,0.6961142625940433,-0.53,8.470000000000002,5.603868808567606,7.470000000000003,5.106527394840706,5.969305287951849,4.794537184071822,0,39.02784531432067,0,0,0,0,0,0,0,9.901064578912528,0,0,0,39.02784531432067,0,0,0,0,5.969305287951849,9.901064578912528,0,0,0,0,26.186202068468653,12.841643245852019,5.969305287951849,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,9,7,1,0,0,0,0,5,5,2,0,0,1,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.968,-1,"OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O",-13.054800000000023,195.80039999999966,372.1301572506171,474.9000000000001,972.8460000000011,972.3169405200002,30,18,6,18,30,0,30,66,126,30,30,22,0,22,22,0,22,22,0,0,0,1,34.51197296737365,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,-1.2000000000000004,52.6198793450158,22.059591241285467,10.009092001682587,0,315.7941385761807,56.84235544560059,0,0,0,0,0,0,0,0,0,148.7598485527333,0,0,0,184.2353536819705,39.641291787077506,0,0,0,0,148.7598485527333,0,0,0,0,0,0,0,39.641291787077506,146.49519330595925,37.740160376011275,0,0,0,36,0,0,0,0,0,0,0,0,18,12,66,24,0,0,48,0,0,6,60,30,18,18,0,0,18,6,0,0,12,30,0,0,0,0,6,0,0,0,16,42,48,-11.796000000000003,0
"3534_22","BDBM4","BDBM50240408",6.9,"25.00 C",-16.622,-16.622,1.133,"CCCCCCC([O-])=O",0.7066999999999999,33.765999999999984,55.884659566448974,40.129999999999995,129.179,129.09210323591,2,0,5,0,2,0,2,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,5.852030486860464,3.468908462243684,2.1826686397079675,1.2344542311218418,0.6961142625940433,3.468908462243684,2.1826686397079675,1.2344542311218418,0.6961142625940433,-0.53,8.470000000000002,5.603868808567606,7.470000000000003,5.106527394840706,5.969305287951849,4.794537184071822,0,39.02784531432067,0,0,0,0,0,0,0,9.901064578912528,0,0,0,39.02784531432067,0,0,0,0,5.969305287951849,9.901064578912528,0,0,0,0,26.186202068468653,12.841643245852019,5.969305287951849,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,9,7,1,0,0,0,0,5,5,2,0,0,1,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.968,-1,"OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O",-13.054800000000023,195.80039999999966,372.1301572506171,474.9000000000001,972.8460000000011,972.3169405200002,30,18,6,18,30,0,30,66,126,30,30,22,0,22,22,0,22,22,0,0,0,1,34.51197296737365,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,-1.2000000000000004,52.6198793450158,22.059591241285467,10.009092001682587,0,315.7941385761807,56.84235544560059,0,0,0,0,0,0,0,0,0,148.7598485527333,0,0,0,184.2353536819705,39.641291787077506,0,0,0,0,148.7598485527333,0,0,0,0,0,0,0,39.641291787077506,146.49519330595925,37.740160376011275,0,0,0,36,0,0,0,0,0,0,0,0,18,12,66,24,0,0,48,0,0,6,60,30,18,18,0,0,18,6,0,0,12,30,0,0,0,0,6,0,0,0,16,42,48,-11.796000000000003,0
"3534_21","BDBM4","BDBM50240408",6.9,"14.50 C",-16.622,-16.622,-2.6460000000000004,"CCCCCCC([O-])=O",0.7066999999999999,33.765999999999984,55.884659566448974,40.129999999999995,129.179,129.09210323591,2,0,5,0,2,0,2,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,5.852030486860464,3.468908462243684,2.1826686397079675,1.2344542311218418,0.6961142625940433,3.468908462243684,2.1826686397079675,1.2344542311218418,0.6961142625940433,-0.53,8.470000000000002,5.603868808567606,7.470000000000003,5.106527394840706,5.969305287951849,4.794537184071822,0,39.02784531432067,0,0,0,0,0,0,0,9.901064578912528,0,0,0,39.02784531432067,0,0,0,0,5.969305287951849,9.901064578912528,0,0,0,0,26.186202068468653,12.841643245852019,5.969305287951849,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,9,7,1,0,0,0,0,5,5,2,0,0,1,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.968,-1,"OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O",-13.054800000000023,195.80039999999966,372.1301572506171,474.9000000000001,972.8460000000011,972.3169405200002,30,18,6,18,30,0,30,66,126,30,30,22,0,22,22,0,22,22,0,0,0,1,34.51197296737365,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,21.102097265342508,16.844295392204543,12.671478720786514,8.927761457006977,-1.2000000000000004,52.6198793450158,22.059591241285467,10.009092001682587,0,315.7941385761807,56.84235544560059,0,0,0,0,0,0,0,0,0,148.7598485527333,0,0,0,184.2353536819705,39.641291787077506,0,0,0,0,148.7598485527333,0,0,0,0,0,0,0,39.641291787077506,146.49519330595925,37.740160376011275,0,0,0,36,0,0,0,0,0,0,0,0,18,12,66,24,0,0,48,0,0,6,60,30,18,18,0,0,18,6,0,0,12,30,0,0,0,0,6,0,0,0,16,42,48,-11.796000000000003,0
