"BindingDB","Host","Guest","pH","Temp","Delta_G0 (kJ/mol)","Delta_H0 (k/mol)","-T Delta_S0 (kJ/mol)","Ligand SMILES","SlogP","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumStereocenters","NumUnspecifiedStereocenters","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3","Chi0v","Chi1v","Chi2v","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","HallKierAlpha","kappa1","kappa2","kappa3","slogp_VSA1","slogp_VSA2","slogp_VSA3","slogp_VSA4","slogp_VSA5","slogp_VSA6","slogp_VSA7","slogp_VSA8","slogp_VSA9","slogp_VSA10","slogp_VSA11","slogp_VSA12","smr_VSA1","smr_VSA2","smr_VSA3","smr_VSA4","smr_VSA5","smr_VSA6","smr_VSA7","smr_VSA8","smr_VSA9","smr_VSA10","peoe_VSA1","peoe_VSA2","peoe_VSA3","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA7","peoe_VSA8","peoe_VSA9","peoe_VSA10","peoe_VSA11","peoe_VSA12","peoe_VSA13","peoe_VSA14","MQN1","MQN2","MQN3","MQN4","MQN5","MQN6","MQN7","MQN8","MQN9","MQN10","MQN11","MQN12","MQN13","MQN14","MQN15","MQN16","MQN17","MQN18","MQN19","MQN20","MQN21","MQN22","MQN23","MQN24","MQN25","MQN26","MQN27","MQN28","MQN29","MQN30","MQN31","MQN32","MQN33","MQN34","MQN35","MQN36","MQN37","MQN38","MQN39","MQN40","MQN41","MQN42","XLogP","Formal Charge","Host SMILES","SlogP (#1)","SMR (#1)","LabuteASA (#1)","TPSA (#1)","AMW (#1)","ExactMW (#1)","NumLipinskiHBA (#1)","NumLipinskiHBD (#1)","NumRotatableBonds (#1)","NumHBD (#1)","NumHBA (#1)","NumAmideBonds (#1)","NumHeteroAtoms (#1)","NumHeavyAtoms (#1)","NumAtoms (#1)","NumStereocenters (#1)","NumUnspecifiedStereocenters (#1)","NumRings (#1)","NumAromaticRings (#1)","NumSaturatedRings (#1)","NumAliphaticRings (#1)","NumAromaticHeterocycles (#1)","NumSaturatedHeterocycles (#1)","NumAliphaticHeterocycles (#1)","NumAromaticCarbocycles (#1)","NumSaturatedCarbocycles (#1)","NumAliphaticCarbocycles (#1)","FractionCSP3 (#1)","Chi0v (#1)","Chi1v (#1)","Chi2v (#1)","Chi3v (#1)","Chi4v (#1)","Chi1n (#1)","Chi2n (#1)","Chi3n (#1)","Chi4n (#1)","HallKierAlpha (#1)","kappa1 (#1)","kappa2 (#1)","kappa3 (#1)","slogp_VSA1 (#1)","slogp_VSA2 (#1)","slogp_VSA3 (#1)","slogp_VSA4 (#1)","slogp_VSA5 (#1)","slogp_VSA6 (#1)","slogp_VSA7 (#1)","slogp_VSA8 (#1)","slogp_VSA9 (#1)","slogp_VSA10 (#1)","slogp_VSA11 (#1)","slogp_VSA12 (#1)","smr_VSA1 (#1)","smr_VSA2 (#1)","smr_VSA3 (#1)","smr_VSA4 (#1)","smr_VSA5 (#1)","smr_VSA6 (#1)","smr_VSA7 (#1)","smr_VSA8 (#1)","smr_VSA9 (#1)","smr_VSA10 (#1)","peoe_VSA1 (#1)","peoe_VSA2 (#1)","peoe_VSA3 (#1)","peoe_VSA4 (#1)","peoe_VSA5 (#1)","peoe_VSA6 (#1)","peoe_VSA7 (#1)","peoe_VSA8 (#1)","peoe_VSA9 (#1)","peoe_VSA10 (#1)","peoe_VSA11 (#1)","peoe_VSA12 (#1)","peoe_VSA13 (#1)","peoe_VSA14 (#1)","MQN1 (#1)","MQN2 (#1)","MQN3 (#1)","MQN4 (#1)","MQN5 (#1)","MQN6 (#1)","MQN7 (#1)","MQN8 (#1)","MQN9 (#1)","MQN10 (#1)","MQN11 (#1)","MQN12 (#1)","MQN13 (#1)","MQN14 (#1)","MQN15 (#1)","MQN16 (#1)","MQN17 (#1)","MQN18 (#1)","MQN19 (#1)","MQN20 (#1)","MQN21 (#1)","MQN22 (#1)","MQN23 (#1)","MQN24 (#1)","MQN25 (#1)","MQN26 (#1)","MQN27 (#1)","MQN28 (#1)","MQN29 (#1)","MQN30 (#1)","MQN31 (#1)","MQN32 (#1)","MQN33 (#1)","MQN34 (#1)","MQN35 (#1)","MQN36 (#1)","MQN37 (#1)","MQN38 (#1)","MQN39 (#1)","MQN40 (#1)","MQN41 (#1)","MQN42 (#1)","XLogP (#1)","Formal Charge (#1)"
"3535_5","BDBM11","BDBM36146",7.2,"25.00 C",-30.69,-30.69,-1.3419999999999999,"[O-]S(=O)(=O)c1ccc2ccccc2c1",1.7439000000000002,51.911200000000015,81.7417036612728,57.199999999999996,207.23,207.01213866391,3,0,1,0,3,0,4,14,21,0,0,2,2,0,0,0,0,0,2,0,0,0,7.990941627110561,5.427756576598007,4.3427338994957925,2.8408897415957814,1.8289260798928986,4.019508286134144,2.963081088240898,2.0096055787204428,1.3229135173419928,-1.3899999999999997,9.17620855672424,3.076854814617062,1.6178525278786284,0,12.9705468580193,10.118126859033554,0,0,47.360052954749044,0,10.772448428929591,0,0,0,0,12.9705468580193,0,0,0,4.895483475517775,0,42.46456947923127,0,0,20.890575287963145,4.552749873690364,0,8.417796984328938,0,0,30.33183534230805,22.90518256585281,0,4.895483475517775,10.118126859033554,0,0,0,0,10,0,0,0,0,1,0,0,0,3,0,14,2,2,0,6,5,0,1,7,3,0,0,1,0,3,0,0,1,7,3,0,0,0,0,2,0,0,0,0,2,1,1.882,-1,"OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O",-15.23060000000003,228.4337999999996,433.92377049906946,554.0500000000002,1134.9870000000014,1134.3697639400002,35,21,7,21,35,0,35,77,147,35,0,21,0,21,21,0,21,21,0,0,0,1,40.263968461935924,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,-1.4000000000000006,61.665088028891525,26.029053227148705,12.055259875718809,0,368.4264950055443,66.31608135320069,0,0,0,0,0,0,0,0,0,173.55315664485548,0,0,0,214.94124596229892,46.24817375159042,0,0,0,0,173.55315664485548,0,0,0,0,0,0,0,46.24817375159042,170.91105885695245,44.030187105346485,0,0,0,42,0,0,0,0,0,0,0,0,21,14,77,28,0,0,56,0,0,7,70,35,21,21,0,0,21,7,0,0,14,35,0,0,0,0,7,0,0,0,14,49,56,-13.762000000000004,0
"3544_2","BDBM11","BDBM36249",7,"30.10 C",-29.89,-29.89,1.304,"OCC12CC3CC(CC(C3)C1)C2",2.1951,47.690800000000024,74.16541246340397,20.23,166.26399999999995,166.135765196,1,1,1,1,1,0,1,12,30,0,0,4,0,4,4,0,0,0,0,4,4,1,7.629011871374669,5.404675942564701,5.575669311244078,4.500473706086065,4.483655171365663,5.404675942564701,5.575669311244078,4.500473706086065,4.483655171365663,-0.04,7.371934220572903,2.2545743378422767,0.8908236527207618,0,11.713409359353623,0,23.16870860788096,38.524929737556064,0,0,0,0,0,0,0,5.106527394840706,0,0,23.16870860788096,38.524929737556064,6.606881964512918,0,0,0,0,5.106527394840706,0,0,0,0,0,61.69363834543702,6.606881964512918,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,12,2,0,0,12,0,0,1,2,1,1,1,0,0,1,1,0,0,6,3,1,0,0,0,4,0,0,0,0,10,12,3.185,0,"OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O",-15.23060000000003,228.4337999999996,433.92377049906946,554.0500000000002,1134.9870000000014,1134.3697639400002,35,21,7,21,35,0,35,77,147,35,0,21,0,21,21,0,21,21,0,0,0,1,40.263968461935924,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,-1.4000000000000006,61.665088028891525,26.029053227148705,12.055259875718809,0,368.4264950055443,66.31608135320069,0,0,0,0,0,0,0,0,0,173.55315664485548,0,0,0,214.94124596229892,46.24817375159042,0,0,0,0,173.55315664485548,0,0,0,0,0,0,0,46.24817375159042,170.91105885695245,44.030187105346485,0,0,0,42,0,0,0,0,0,0,0,0,21,14,77,28,0,0,56,0,0,7,70,35,21,21,0,0,21,7,0,0,14,35,0,0,0,0,7,0,0,0,14,49,56,-13.762000000000004,0
"3544_1","BDBM11","BDBM50216627",7,"30.10 C",-26.37,-26.37,2.1830000000000003,"CC(N)C12CC3CC(CC(C3)C1)C2",2.5500000000000007,54.25440000000004,81.07601152261728,26.02,179.30699999999996,179.167399672,1,2,1,1,1,0,1,13,34,1,1,4,0,4,4,0,0,0,0,4,4,1,8.629392033067417,5.934253523072361,6.068602998526267,5.051530024451221,4.735311104184703,5.934253523072361,6.068602998526267,5.051530024451221,4.735311104184703,-0.04,8.28331493608625,2.502526358622189,1.0921327999811485,5.733667477162185,6.041840829147961,0,23.16870860788096,45.448666937246685,0,0,0,0,0,0,0,0,0,0,28.902376085043144,51.49050776639466,0,0,0,0,0,5.733667477162185,0,0,0,0,0,68.61737554512766,6.041840829147961,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,13,3,0,0,12,0,0,1,1,1,2,1,0,0,2,0,1,0,6,3,1,0,0,0,4,0,0,0,0,10,12,3.5780000000000003,0,"OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O",-15.23060000000003,228.4337999999996,433.92377049906946,554.0500000000002,1134.9870000000014,1134.3697639400002,35,21,7,21,35,0,35,77,147,35,0,21,0,21,21,0,21,21,0,0,0,1,40.263968461935924,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,-1.4000000000000006,61.665088028891525,26.029053227148705,12.055259875718809,0,368.4264950055443,66.31608135320069,0,0,0,0,0,0,0,0,0,173.55315664485548,0,0,0,214.94124596229892,46.24817375159042,0,0,0,0,173.55315664485548,0,0,0,0,0,0,0,46.24817375159042,170.91105885695245,44.030187105346485,0,0,0,42,0,0,0,0,0,0,0,0,21,14,77,28,0,0,56,0,0,7,70,35,21,21,0,0,21,7,0,0,14,35,0,0,0,0,7,0,0,0,14,49,56,-13.762000000000004,0
"3535_10","BDBM11","BDBM36148",7.2,"25.00 C",-24.83,-24.83,-20.185,"[O-]C(=O)Cc1cccc2ccccc12",1.1321999999999994,52.65900000000002,81.79870773226516,40.129999999999995,185.202,185.06080310791,2,0,2,0,2,0,2,14,23,0,0,2,2,0,0,0,0,0,2,0,0,0.08333333333333333,7.565055246441656,4.4367222766963295,3.1870574427633436,2.2147239359372466,1.6021432919726164,4.4367222766963295,3.1870574427633436,2.2147239359372466,1.6021432919726164,-1.8299999999999996,8.754379606904395,3.4993326132542006,1.5929698524109852,5.106527394840706,5.969305287951849,11.21535880699783,0,5.563451491696996,42.46456947923127,0,10.772448428929591,0,0,0,0,9.901064578912528,0,0,0,6.4208216229260096,0,48.02802097092827,0,0,16.74175371688144,9.901064578912528,0,0,0,0,42.46456947923127,16.335899920626588,12.390126910877859,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,14,3,1,0,6,5,0,2,5,2,0,0,1,0,2,1,1,0,7,3,0,0,0,0,2,0,0,0,0,2,1,2.234,-1,"OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O",-15.23060000000003,228.4337999999996,433.92377049906946,554.0500000000002,1134.9870000000014,1134.3697639400002,35,21,7,21,35,0,35,77,147,35,0,21,0,21,21,0,21,21,0,0,0,1,40.263968461935924,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,-1.4000000000000006,61.665088028891525,26.029053227148705,12.055259875718809,0,368.4264950055443,66.31608135320069,0,0,0,0,0,0,0,0,0,173.55315664485548,0,0,0,214.94124596229892,46.24817375159042,0,0,0,0,173.55315664485548,0,0,0,0,0,0,0,46.24817375159042,170.91105885695245,44.030187105346485,0,0,0,42,0,0,0,0,0,0,0,0,21,14,77,28,0,0,56,0,0,7,70,35,21,21,0,0,21,7,0,0,14,35,0,0,0,0,7,0,0,0,14,49,56,-13.762000000000004,0
"3549_8","BDBM11","BDBM36266",7.2,"25.00 C",-24.52,-24.52,-1.3419999999999999,"CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2",2.1935000000000002,45.23580000000002,68.80630150253657,20.23,154.253,154.135765196,1,1,0,1,1,0,1,11,29,3,0,2,0,2,2,0,0,0,0,2,2,1,7.723234477438853,4.663847420921649,5.126253365490667,4.747957299492931,3.161512944719373,4.663847420921649,5.126253365490667,4.747957299492931,3.161512944719373,-0.04,7.600932428048904,1.8200897383602357,0.6583905214029607,0,11.210493782589008,0,16.747886984954953,40.0336764678499,0,0,0,0,0,0,0,5.106527394840706,0,0,16.747886984954953,46.1376428555982,0,0,0,0,0,5.106527394840706,0,0,0,0,20.771211599071872,36.010351853732985,0,6.103966387748303,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,11,4,0,0,8,0,0,0,2,1,1,1,0,0,4,0,0,0,3,2,2,0,0,2,0,0,0,0,0,3,2,2.7340000000000004,0,"OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O",-15.23060000000003,228.4337999999996,433.92377049906946,554.0500000000002,1134.9870000000014,1134.3697639400002,35,21,7,21,35,0,35,77,147,35,0,21,0,21,21,0,21,21,0,0,0,1,40.263968461935924,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,-1.4000000000000006,61.665088028891525,26.029053227148705,12.055259875718809,0,368.4264950055443,66.31608135320069,0,0,0,0,0,0,0,0,0,173.55315664485548,0,0,0,214.94124596229892,46.24817375159042,0,0,0,0,173.55315664485548,0,0,0,0,0,0,0,46.24817375159042,170.91105885695245,44.030187105346485,0,0,0,42,0,0,0,0,0,0,0,0,21,14,77,28,0,0,56,0,0,7,70,35,21,21,0,0,21,7,0,0,14,35,0,0,0,0,7,0,0,0,14,49,56,-13.762000000000004,0
"3549_7","BDBM11","BDBM36265",7.2,"25.00 C",-24.38,-24.38,-3.5180000000000002,"CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2",2.1935000000000002,45.23580000000002,68.80630150253657,20.23,154.253,154.135765196,1,1,0,1,1,0,1,11,29,3,0,2,0,2,2,0,0,0,0,2,2,1,7.723234477438853,4.663847420921649,5.126253365490667,4.747957299492931,3.161512944719373,4.663847420921649,5.126253365490667,4.747957299492931,3.161512944719373,-0.04,7.600932428048904,1.8200897383602357,0.6583905214029607,0,11.210493782589008,0,16.747886984954953,40.0336764678499,0,0,0,0,0,0,0,5.106527394840706,0,0,16.747886984954953,46.1376428555982,0,0,0,0,0,5.106527394840706,0,0,0,0,20.771211599071872,36.010351853732985,0,6.103966387748303,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,11,4,0,0,8,0,0,0,2,1,1,1,0,0,4,0,0,0,3,2,2,0,0,2,0,0,0,0,0,3,2,2.7340000000000004,0,"OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O",-15.23060000000003,228.4337999999996,433.92377049906946,554.0500000000002,1134.9870000000014,1134.3697639400002,35,21,7,21,35,0,35,77,147,35,0,21,0,21,21,0,21,21,0,0,0,1,40.263968461935924,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,-1.4000000000000006,61.665088028891525,26.029053227148705,12.055259875718809,0,368.4264950055443,66.31608135320069,0,0,0,0,0,0,0,0,0,173.55315664485548,0,0,0,214.94124596229892,46.24817375159042,0,0,0,0,173.55315664485548,0,0,0,0,0,0,0,46.24817375159042,170.91105885695245,44.030187105346485,0,0,0,42,0,0,0,0,0,0,0,0,21,14,77,28,0,0,56,0,0,7,70,35,21,21,0,0,21,7,0,0,14,35,0,0,0,0,7,0,0,0,14,49,56,-13.762000000000004,0
"3547_12","BDBM11","BDBM36258",,"24.85 C",-23.06,-23.06,-5.9,"Oc1ccc(cc1)N=Nc2ccc(cc2)C([O-])=O",2.1711,63.055300000000024,103.0502068888825,85.08000000000001,241.226,241.06186572791,5,1,3,1,5,0,5,18,27,0,0,2,2,0,0,0,0,0,2,0,0,0,9.276939520944609,5.171803093805638,3.550729282401561,2.2336563224908264,1.2989486834244983,5.171803093805638,3.550729282401561,2.2336563224908264,1.2989486834244983,-2.69,11.785459943965801,5.093268884856856,2.9137511985057847,5.106527394840706,11.075832682792555,0,0,10.357988675768818,58.759436798951675,0,0,0,11.374772549367124,5.749511833283905,0,15.007591973753232,0,0,10.228500251258795,0,0,54.09438803938988,0,5.749511833283905,17.344077837318974,15.007591973753232,0,0,10.228500251258795,0,12.13273413692322,41.96165390246666,0,17.344077837318974,5.749511833283905,0,0,0,0,13,0,0,0,0,0,0,2,0,3,0,18,5,2,0,6,6,0,3,9,5,1,1,1,0,3,2,1,0,8,4,0,0,0,0,2,0,0,0,0,0,0,2.8680000000000008,-1,"OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O",-15.23060000000003,228.4337999999996,433.92377049906946,554.0500000000002,1134.9870000000014,1134.3697639400002,35,21,7,21,35,0,35,77,147,35,0,21,0,21,21,0,21,21,0,0,0,1,40.263968461935924,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,-1.4000000000000006,61.665088028891525,26.029053227148705,12.055259875718809,0,368.4264950055443,66.31608135320069,0,0,0,0,0,0,0,0,0,173.55315664485548,0,0,0,214.94124596229892,46.24817375159042,0,0,0,0,173.55315664485548,0,0,0,0,0,0,0,46.24817375159042,170.91105885695245,44.030187105346485,0,0,0,42,0,0,0,0,0,0,0,0,21,14,77,28,0,0,56,0,0,7,70,35,21,21,0,0,21,7,0,0,14,35,0,0,0,0,7,0,0,0,14,49,56,-13.762000000000004,0
"3547_11","BDBM11","BDBM36257",,"24.85 C",-22.89,-22.89,-5.394,"Oc1ccc(cc1)N=Nc2cccc(c2)C([O-])=O",2.1711,63.055300000000024,103.0502068888825,85.08000000000001,241.226,241.06186572791,5,1,3,1,5,0,5,18,27,0,0,2,2,0,0,0,0,0,2,0,0,0,9.276939520944609,5.171803093805638,3.55418360609551,2.2125058959929937,1.3298531125559423,5.171803093805638,3.55418360609551,2.2125058959929937,1.3298531125559423,-2.69,11.785459943965801,5.093268884856856,2.9137511985057847,5.106527394840706,11.075832682792555,0,0,10.357988675768818,58.759436798951675,0,0,0,11.374772549367124,5.749511833283905,0,15.007591973753232,0,0,10.228500251258795,0,0,54.09438803938988,0,5.749511833283905,17.344077837318974,15.007591973753232,0,0,10.228500251258795,0,12.13273413692322,41.96165390246666,0,17.344077837318974,5.749511833283905,0,0,0,0,13,0,0,0,0,0,0,2,0,3,0,18,5,2,0,6,6,0,3,9,5,1,1,1,0,3,2,1,0,8,4,0,0,0,0,2,0,0,0,0,0,0,2.8680000000000008,-1,"OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O",-15.23060000000003,228.4337999999996,433.92377049906946,554.0500000000002,1134.9870000000014,1134.3697639400002,35,21,7,21,35,0,35,77,147,35,0,21,0,21,21,0,21,21,0,0,0,1,40.263968461935924,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,-1.4000000000000006,61.665088028891525,26.029053227148705,12.055259875718809,0,368.4264950055443,66.31608135320069,0,0,0,0,0,0,0,0,0,173.55315664485548,0,0,0,214.94124596229892,46.24817375159042,0,0,0,0,173.55315664485548,0,0,0,0,0,0,0,46.24817375159042,170.91105885695245,44.030187105346485,0,0,0,42,0,0,0,0,0,0,0,0,21,14,77,28,0,0,56,0,0,7,70,35,21,21,0,0,21,7,0,0,14,35,0,0,0,0,7,0,0,0,14,49,56,-13.762000000000004,0
"3549_5","BDBM11","BDBM36263",7.2,"25.00 C",-22.36,-22.36,-8.527000000000001,"CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2",2.401700000000001,44.23600000000002,68.17358985038433,17.07,152.237,152.120115132,1,0,0,0,1,0,1,11,27,2,0,2,0,2,2,0,0,0,0,2,2,0.9,7.606918903213131,4.516402641941018,4.9166936577690095,4.4827638015220295,2.9014656470740956,4.516402641941018,4.9166936577690095,4.4827638015220295,2.9014656470740956,-0.33,7.326147454014241,1.701311022684903,0.6047691790209927,0,5.783244946364939,4.794537184071822,16.747886984954953,40.0336764678499,0,0,0,0,0,0,0,4.794537184071822,0,0,16.747886984954953,40.0336764678499,0,0,0,0,5.783244946364939,0,4.794537184071822,0,0,0,20.771211599071872,24.17453976141019,11.83581209232279,0,5.783244946364939,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,11,3,1,0,8,0,0,0,2,1,0,0,0,0,4,0,0,0,3,2,2,0,0,2,0,0,0,0,0,3,2,2.1270000000000002,0,"OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O",-15.23060000000003,228.4337999999996,433.92377049906946,554.0500000000002,1134.9870000000014,1134.3697639400002,35,21,7,21,35,0,35,77,147,35,0,21,0,21,21,0,21,21,0,0,0,1,40.263968461935924,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,24.61911347623291,19.65167795757197,14.783391840917595,10.415721699841459,-1.4000000000000006,61.665088028891525,26.029053227148705,12.055259875718809,0,368.4264950055443,66.31608135320069,0,0,0,0,0,0,0,0,0,173.55315664485548,0,0,0,214.94124596229892,46.24817375159042,0,0,0,0,173.55315664485548,0,0,0,0,0,0,0,46.24817375159042,170.91105885695245,44.030187105346485,0,0,0,42,0,0,0,0,0,0,0,0,21,14,77,28,0,0,56,0,0,7,70,35,21,21,0,0,21,7,0,0,14,35,0,0,0,0,7,0,0,0,14,49,56,-13.762000000000004,0
