0,138.214
1,90.17000000000002
2,206.378
3,210.26
4,266.368
5,410.47400000000016
6,408.3220000000003
7,385.57500000000016
8,253.329
9,284.408
10,138.214
12,118.2
13,118.22400000000002
14,116.208
15,116.18399999999998
16,114.21200000000002
17,114.212
18,128.239
19,130.215
20,112.196
21,154.27700000000002
22,152.26099999999997
23,168.26
24,288.43500000000006
25,236.315
26,359.47
27,165.19199999999995
28,234.343
29,466.67000000000013
30,292.423
31,244.342
32,300.45
33,244.342
34,300.45
35,144.17299999999997
36,160.172
37,160.172
38,94.113
39,220.009
40,117.15099999999997
41,204.229
42,138.122
43,5223.266999999995
44,5249.304999999997
45,5293.3139999999985
46,5223.266999999995
47,5249.304999999997
48,5293.3139999999985
49,318.33299999999997
50,318.33300000000014
51,318.33300000000014
52,216.288
53,216.288
54,160.172
55,160.172
56,121.13899999999997
57,126.11099999999996
58,160.172
59,160.172
60,160.172
61,110.11199999999998
62,160.17199999999997
63,138.122
64,110.11199999999998
65,119.123
66,174.19899999999996
67,110.11199999999998
68,119.12700000000001
69,119.123
70,124.13899999999997
71,144.17299999999997
72,174.19899999999996
73,124.13899999999997
74,119.123
75,144.17299999999997
76,128.558
77,173.009
78,128.558
79,94.113
80,220.009
81,124.13899999999997
82,291.204
83,117.15099999999997
84,128.558
85,138.166
86,188.311
87,202.338
88,216.36499999999995
89,230.39199999999997
90,160.257
91,174.28400000000002
92,188.311
93,202.338
94,216.36499999999995
95,230.39199999999997
96,144.25799999999998
97,158.285
99,100.161
100,114.18799999999999
101,128.215
102,152.237
103,152.237
104,154.253
105,154.253
107,100.161
108,114.18799999999999
109,128.215
110,152.237
111,152.237
112,154.253
113,154.253
115,100.161
116,114.18799999999999
117,128.215
118,152.237
119,152.237
120,154.253
121,154.253
123,100.161
124,114.18799999999999
125,128.215
126,152.237
127,152.237
128,154.253
129,154.253
131,100.161
132,114.18799999999999
133,128.215
134,152.237
135,152.237
136,154.253
137,154.253
139,100.161
140,114.18799999999999
141,128.215
142,152.237
143,152.237
144,154.253
145,154.253
146,152.237
147,152.237
148,154.253
149,154.253
150,179.30700000000004
151,179.30700000000004
152,179.30700000000004
153,235.415
154,235.415
155,235.415
156,235.415
157,235.415
158,235.415
159,370.40500000000014
160,370.40500000000014
161,370.40500000000014
162,370.40500000000014
163,370.40500000000014
164,370.40500000000014
165,370.40500000000014
166,370.40500000000014
167,386.40400000000017
168,386.40400000000017
169,386.40400000000017
170,386.40400000000017
171,315.325
172,315.325
173,299.32599999999996
174,299.32599999999996
175,313.353
176,313.353
177,356.37800000000016
178,356.37800000000016
179,413.4300000000002
180,338.3630000000001
181,338.3630000000001
182,395.4150000000001
183,395.4150000000001
184,452.46700000000016
185,370.40500000000014
186,370.40500000000014
187,386.40400000000017
188,386.40400000000017
189,409.4420000000002
190,409.4420000000002
191,398.4590000000002
192,398.4590000000002
193,396.44300000000015
194,396.44300000000015
195,396.44300000000015
196,396.44300000000015
203,102.177
204,102.177
205,115.152
206,115.152
207,115.152
208,115.152
209,102.201
210,102.201
211,143.20600000000002
212,143.20600000000002
213,143.20600000000002
214,143.20600000000002
217,100.161
218,100.161
219,100.161
220,100.161
221,114.18799999999999
222,114.18799999999999
223,197.21
224,197.21
225,231.293
226,231.293
227,150.245
228,150.245
229,150.245
230,150.245
231,135.142
232,135.142
233,149.16899999999995
234,149.16899999999995
235,165.16799999999995
236,165.16799999999995
237,165.168
238,165.168
239,122.19099999999996
240,122.19099999999996
241,138.18999999999997
242,138.18999999999997
243,206.221
244,206.221
245,206.221
246,206.221
247,206.221
248,206.221
249,222.22
250,222.22
251,157.189
252,157.189
253,128.239
254,128.239
255,151.141
256,151.141
257,135.142
258,135.142
259,121.11499999999997
260,121.11499999999997
261,121.11499999999997
262,121.11499999999997
264,102.201
265,116.228
266,130.255
267,115.152
268,129.179
269,122.19099999999996
270,138.18999999999997
271,149.16899999999995
272,165.168
273,165.16799999999995
274,163.196
275,100.161
276,114.188
277,245.258
278,245.258
279,222.22
280,222.22
281,197.21
282,197.21
283,231.293
284,231.293
285,165.16799999999995
286,165.168
287,233.165
288,233.165
289,144.96200000000005
290,99.449
292,149.16899999999998
293,149.16899999999998
294,206.221
295,206.221
296,188.20299999999997
297,188.20299999999997
298,222.22
299,222.22
300,163.196
301,163.196
302,163.196
303,163.196
304,165.16799999999995
305,165.16799999999995
306,149.16899999999995
307,135.142
308,356.28600000000006
309,356.28600000000006
310,384.34000000000015
311,384.34000000000015
312,157.189
313,157.189
314,151.141
315,151.141
316,165.168
317,165.168
318,203.238
319,203.238
320,153.019
321,153.019
322,100.161
323,128.239
324,128.239
325,166.176
326,166.176
327,150.245
328,150.245
329,144.96200000000005
330,99.449
332,135.142
333,281.264
334,281.264
335,223.228
336,223.228
337,444.44000000000017
338,444.44000000000017
339,223.228
340,223.228
341,444.44000000000017
342,444.44000000000017
343,223.228
344,223.228
345,444.44000000000017
346,444.44000000000017
347,223.228
348,223.228
349,444.44000000000017
350,444.44000000000017
351,223.228
352,223.228
353,444.44000000000017
354,444.44000000000017
355,444.44000000000017
356,444.44000000000017
