BindingDB,Host,Guest,pH,Temp,SlogP,SMR,LabuteASA,TPSA,AMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumAtoms,Formal Charge,SlogP (#1),SMR (#1),LabuteASA (#1),TPSA (#1),AMW (#1),NumLipinskiHBA (#1),NumLipinskiHBD (#1),NumRotatableBonds (#1),NumAtoms (#1),delta_g0
3542_36,BDBM36126,BDBM36241,6.9,25.0,2.5997000000000003,106.06750000000004,168.83412845164347,95.94,396.44300000000015,7.0,2.0,7.0,53.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-10.8
3542_31,BDBM36126,BDBM36236,6.9,25.0,2.5947000000000005,110.79390000000004,172.79092884253362,120.52,409.4420000000002,8.0,4.0,8.0,53.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-10.66
3542_27,BDBM36126,BDBM36232,6.9,25.0,2.1133999999999995,98.93720000000006,156.90010388978413,104.73,370.40500000000014,7.0,3.0,8.0,49.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-10.64
3542_12,BDBM36126,BDBM36223,6.9,25.0,0.9570999999999996,100.79280000000004,161.37502616466924,135.96,386.40400000000017,8.0,5.0,8.0,50.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-10.53
3542_11,BDBM36126,BDBM36222,6.9,25.0,0.9570999999999996,100.79280000000004,161.37502616466924,135.96,386.40400000000017,8.0,5.0,8.0,50.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-10.4
3542_8,BDBM36126,BDBM36219,6.9,25.0,1.2514999999999992,99.12800000000004,156.58079241247327,115.73000000000002,370.40500000000014,7.0,4.0,8.0,49.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-10.37
3542_7,BDBM36126,BDBM36218,6.9,25.0,1.2514999999999992,99.12800000000004,156.58079241247327,115.73000000000002,370.40500000000014,7.0,4.0,8.0,49.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-10.37
3542_20,BDBM36126,BDBM36227,6.9,25.0,1.7249,94.34220000000003,150.5351617753875,104.73,356.37800000000016,7.0,3.0,8.0,46.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-10.35
3542_30,BDBM36126,BDBM36235,6.9,25.0,1.819,100.60200000000003,161.69433764198013,124.96,386.40400000000017,8.0,4.0,8.0,50.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-10.18
3542_34,BDBM36126,BDBM36239,6.9,25.0,2.7495000000000003,108.10120000000006,169.6299881185773,104.73000000000002,398.4590000000002,7.0,3.0,9.0,55.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-10.1
3542_23,BDBM36126,BDBM50043807,6.9,25.0,3.0900000000000016,93.18920000000004,143.984718215692,91.42,338.3630000000001,6.0,3.0,6.0,43.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-10.0
3542_19,BDBM36126,BDBM36226,6.9,25.0,1.7249,94.34220000000003,150.5351617753875,104.73,356.37800000000016,7.0,3.0,8.0,46.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-9.98
3542_25,BDBM36126,BDBM36230,6.9,25.0,2.2062,106.1989,166.42598672813705,120.52,395.4150000000001,8.0,4.0,8.0,50.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-9.84
3542_22,BDBM36126,BDBM50043809,6.9,25.0,3.0900000000000016,93.18920000000004,143.984718215692,91.42,338.3630000000001,6.0,3.0,6.0,43.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-9.8
3542_33,BDBM36126,BDBM36238,6.9,25.0,2.7495000000000003,108.10120000000006,169.6299881185773,104.73000000000002,398.4590000000002,7.0,3.0,9.0,55.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-9.7
3542_24,BDBM36126,BDBM36229,6.9,25.0,2.2062,106.1989,166.42598672813705,120.52,395.4150000000001,8.0,4.0,8.0,50.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-9.65
3542_6,BDBM36126,BDBM36217,6.9,25.0,1.2514999999999992,99.12800000000004,156.58079241247327,115.73000000000002,370.40500000000014,7.0,4.0,8.0,49.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-9.14
3531_24,BDBM36126,BDBM36122,6.9,25.0,1.6638999999999995,111.79780000000004,183.37997772301316,162.26000000000005,444.44000000000017,10.0,5.0,11.0,56.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-9.14
3542_17,BDBM36126,BDBM36224,6.9,25.0,2.998800000000001,85.94950000000006,134.45883537733908,75.63000000000002,313.353,5.0,2.0,7.0,42.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-9.05
3542_10,BDBM36126,BDBM36221,6.9,25.0,0.9570999999999996,100.79280000000004,161.37502616466924,135.96,386.40400000000017,8.0,5.0,8.0,50.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-8.95
3542_5,BDBM36126,BDBM36216,6.9,25.0,1.2514999999999992,99.12800000000004,156.58079241247327,115.73000000000002,370.40500000000014,7.0,4.0,8.0,49.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-8.88
3542_9,BDBM36126,BDBM36220,6.9,25.0,0.9570999999999996,100.79280000000004,161.37502616466924,135.96,386.40400000000017,8.0,5.0,8.0,50.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-8.4
3542_2,BDBM36126,BDBM36213,6.9,25.0,1.2514999999999996,99.12800000000004,156.58079241247327,115.73000000000002,370.40500000000014,7.0,4.0,8.0,49.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-8.3
3542_35,BDBM36126,BDBM36240,6.9,25.0,2.5997000000000003,106.06750000000004,168.83412845164347,95.94,396.44300000000015,7.0,2.0,7.0,53.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-8.3
3542_38,BDBM36126,BDBM36243,6.9,25.0,2.5997000000000003,106.06750000000004,168.83412845164347,95.94,396.44300000000015,7.0,2.0,7.0,53.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-8.09
3542_1,BDBM36126,BDBM36212,6.9,25.0,1.2514999999999996,99.12800000000004,156.58079241247327,115.73000000000002,370.40500000000014,7.0,4.0,8.0,49.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-7.9
3542_18,BDBM36126,BDBM36225,6.9,25.0,2.998800000000001,85.94950000000006,134.45883537733908,75.63000000000002,313.353,5.0,2.0,7.0,42.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-7.9
3535_13,BDBM36126,BDBM36151,7.2,25.0,1.3261000000000005,56.32360000000002,87.0815943582855,83.22,222.245,4.0,2.0,1.0,23.0,-1.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-7.494
3542_26,BDBM36126,BDBM36231,6.9,25.0,1.3224000000000005,119.2086,188.8672552405821,149.61999999999995,452.46700000000016,10.0,5.0,10.0,57.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-6.9
3535_11,BDBM36126,BDBM36146,7.2,25.0,1.7439000000000002,51.91120000000002,81.7417036612728,57.2,207.23,3.0,0.0,1.0,21.0,-1.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-6.615
3542_21,BDBM36126,BDBM36228,6.9,25.0,0.8411000000000005,107.3519,172.97643028783256,133.82999999999998,413.4300000000002,9.0,4.0,10.0,53.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-6.4
3542_28,BDBM36126,BDBM36233,6.9,25.0,2.1133999999999995,98.93720000000006,156.90010388978413,104.73,370.40500000000014,7.0,3.0,8.0,49.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-6.2
3542_32,BDBM36126,BDBM36237,6.9,25.0,2.5947000000000005,110.79390000000004,172.79092884253362,120.52,409.4420000000002,8.0,4.0,8.0,53.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-6.0
