,pH,Temp (C),SlogP,SMR,LabuteASA,TPSA,AMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,HOST_SlogP,HOST_SMR,HOST_LabuteASA,HOST_TPSA,HOST_AMW,HOST_NumLipinskiHBA,HOST_NumLipinskiHBD,HOST_NumRotatableBonds,outlier
38,9.2,24.85,1.9472,42.77930000000002,65.48198531492656,37.3,150.17699999999996,2.0,1.0,2.0,20.251599999999982,436.5724000000014,720.2283402399863,446.08,1729.536,32.0,8.0,16.0,"['HOST_SlogP', 'HOST_SMR', 'HOST_LabuteASA', 'HOST_AMW', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
39,9.2,24.85,2.0382,38.41130000000001,63.05536731301502,37.3,156.56799999999996,2.0,1.0,1.0,20.251599999999982,436.5724000000014,720.2283402399863,446.08,1729.536,32.0,8.0,16.0,"['HOST_SlogP', 'HOST_SMR', 'HOST_LabuteASA', 'HOST_AMW', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
40,9.2,24.85,2.0382,38.41130000000001,63.05536731301502,37.3,156.56799999999996,2.0,1.0,1.0,20.251599999999982,436.5724000000014,720.2283402399863,446.08,1729.536,32.0,8.0,16.0,"['HOST_SlogP', 'HOST_SMR', 'HOST_LabuteASA', 'HOST_AMW', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
41,9.2,24.85,1.6513,34.21079999999999,54.87882841291975,37.3,128.17100000000002,2.0,1.0,1.0,20.251599999999982,436.5724000000014,720.2283402399863,446.08,1729.536,32.0,8.0,16.0,"['HOST_SlogP', 'HOST_SMR', 'HOST_LabuteASA', 'HOST_AMW', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
42,9.2,24.85,1.8973,38.7578,61.24377052731635,37.3,142.19799999999995,2.0,1.0,1.0,20.251599999999982,436.5724000000014,720.2283402399863,446.08,1729.536,32.0,8.0,16.0,"['HOST_SlogP', 'HOST_SMR', 'HOST_LabuteASA', 'HOST_AMW', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
43,9.2,24.85,1.2612,29.59379999999999,48.51388629852314,37.3,114.14400000000002,2.0,1.0,1.0,20.251599999999982,436.5724000000014,720.2283402399863,446.08,1729.536,32.0,8.0,16.0,"['HOST_SlogP', 'HOST_SMR', 'HOST_LabuteASA', 'HOST_AMW', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
44,9.2,24.85,2.0414000000000003,38.8278,61.24377052731636,37.3,142.19799999999998,2.0,1.0,1.0,20.251599999999982,436.5724000000014,720.2283402399863,446.08,1729.536,32.0,8.0,16.0,"['HOST_SlogP', 'HOST_SMR', 'HOST_LabuteASA', 'HOST_AMW', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
45,7.4,24.85,3.8965400000000026,88.66570000000006,128.27609529258223,32.34,288.43500000000006,3.0,1.0,5.0,-0.9581999999999876,275.3371999999997,485.42764630411585,361.56000000000006,1193.1059999999989,32.0,4.0,12.0,"['HOST_SlogP', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
46,7.4,24.85,1.7674,68.92490000000004,102.36078961703994,55.56,236.315,4.0,2.0,6.0,-0.9581999999999876,275.3371999999997,485.42764630411585,361.56000000000006,1193.1059999999989,32.0,4.0,12.0,"['HOST_SlogP', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
47,7.4,24.85,3.416900000000002,103.35220000000008,154.99942580288825,63.69000000000001,359.47,6.0,1.0,11.0,-0.9581999999999876,275.3371999999997,485.42764630411585,361.56000000000006,1193.1059999999989,32.0,4.0,12.0,"['SMR', 'LabuteASA', 'HOST_SlogP', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
48,7.4,24.85,1.4455,46.81090000000002,71.14118748925014,52.32,165.19199999999995,3.0,2.0,2.0,-0.9581999999999876,275.3371999999997,485.42764630411585,361.56000000000006,1193.1059999999989,32.0,4.0,12.0,"['HOST_SlogP', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
49,7.4,24.85,2.5837400000000006,72.33370000000005,103.822157988525,32.34,234.343,3.0,1.0,5.0,-0.9581999999999876,275.3371999999997,485.42764630411585,361.56000000000006,1193.1059999999989,32.0,4.0,12.0,"['HOST_SlogP', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
50,7.4,24.85,4.921480000000003,142.5533999999999,205.2700070636171,64.67999999999999,466.67000000000013,6.0,2.0,13.0,-0.9581999999999876,275.3371999999997,485.42764630411585,361.56000000000006,1193.1059999999989,32.0,4.0,12.0,"['SMR', 'LabuteASA', 'AMW', 'NumRotatableBonds', 'HOST_SlogP', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
51,7.4,24.85,3.3972000000000024,87.91020000000006,128.03052956122173,41.57,292.423,4.0,1.0,10.0,-0.9581999999999876,275.3371999999997,485.42764630411585,361.56000000000006,1193.1059999999989,32.0,4.0,12.0,"['HOST_SlogP', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
52,7.0,26.85,1.1919999999999995,71.05800000000005,106.68188761964994,17.619999999999994,244.342,4.0,0.0,2.0,-6.6080000000000085,248.2059999999996,467.11024450675467,329.7,1162.9799999999989,42.0,0.0,0.0,"['HOST_SlogP', 'HOST_TPSA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
53,7.0,26.85,2.224,89.73800000000004,132.14165607723638,17.619999999999994,300.45,4.0,0.0,4.0,-6.6080000000000085,248.2059999999996,467.11024450675467,329.7,1162.9799999999989,42.0,0.0,0.0,"['HOST_SlogP', 'HOST_TPSA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
54,7.0,26.85,1.1919999999999995,71.05800000000005,106.68188761964994,17.619999999999994,244.342,4.0,0.0,2.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
55,7.0,26.85,2.224,89.73800000000004,132.14165607723638,17.619999999999994,300.45,4.0,0.0,4.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
56,7.0,25.0,2.5454,45.61280000000002,64.90730140342819,20.23,144.17299999999997,1.0,1.0,0.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
57,7.0,25.0,2.2510000000000003,47.27760000000003,69.7015351556242,40.46,160.172,2.0,2.0,0.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
58,7.0,25.0,2.2510000000000003,47.27760000000003,69.7015351556242,40.46,160.172,2.0,2.0,0.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
59,7.0,25.0,1.3922,28.106799999999996,42.22563687169298,20.23,94.113,1.0,1.0,0.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
60,7.0,25.0,1.9968,40.82380000000001,61.48747499273661,20.23,220.009,1.0,1.0,0.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
61,7.0,25.0,2.1678999999999995,38.29870000000001,53.322228072246475,15.79,117.15099999999997,1.0,1.0,0.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
62,7.0,25.0,1.1223,57.61390000000001,86.71270096468879,79.11000000000001,204.229,4.0,4.0,3.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
63,7.0,25.0,1.1209,34.229800000000004,57.811838291574105,38.69,138.122,3.0,1.0,0.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
64,7.0,25.0,4.910500000000094,1293.3417000000106,2121.8188396393934,1090.5500000000013,5223.266999999995,117.0,1.0,343.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['SMR', 'LabuteASA', 'TPSA', 'AMW', 'NumLipinskiHBA', 'NumRotatableBonds', 'HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
65,7.0,25.0,5.424300000000094,1301.2717000000105,2134.1942693137225,1090.5500000000013,5249.304999999997,117.0,1.0,344.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['SlogP', 'SMR', 'LabuteASA', 'TPSA', 'AMW', 'NumLipinskiHBA', 'NumRotatableBonds', 'HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
66,7.0,25.0,5.665300000000108,1309.6657000000105,2148.7733207791102,1112.9200000000014,5293.3139999999985,119.0,1.0,344.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['SlogP', 'SMR', 'LabuteASA', 'TPSA', 'AMW', 'NumLipinskiHBA', 'NumRotatableBonds', 'HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
67,7.0,27.0,4.910500000000094,1293.3417000000106,2121.8188396393934,1090.5500000000013,5223.266999999995,117.0,1.0,343.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['SMR', 'LabuteASA', 'TPSA', 'AMW', 'NumLipinskiHBA', 'NumRotatableBonds', 'HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
68,7.0,27.0,5.424300000000094,1301.2717000000105,2134.1942693137225,1090.5500000000013,5249.304999999997,117.0,1.0,344.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['SlogP', 'SMR', 'LabuteASA', 'TPSA', 'AMW', 'NumLipinskiHBA', 'NumRotatableBonds', 'HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
69,7.0,27.0,5.665300000000108,1309.6657000000105,2148.7733207791102,1112.9200000000014,5293.3139999999985,119.0,1.0,344.0,-7.552000000000019,283.6640000000002,533.6447826134475,376.8,1329.119999999999,48.0,0.0,0.0,"['SlogP', 'SMR', 'LabuteASA', 'TPSA', 'AMW', 'NumLipinskiHBA', 'NumRotatableBonds', 'HOST_NumLipinskiHBA', 'HOST_NumLipinskiHBD', 'HOST_NumRotatableBonds']"
